Transaction ID,Date,Type,Category,Subcategory,Amount,Payment Mode,Account,Recurring,Necessity,Merchant,Budget Limit,Description,Tags
TXN101582,2025-10-03,Expense,,,976.01,Cash,Cash Wallet,No,Discretionary,Zomato,,Misc transaction #1582,review
TXN100438,2025-03-29,Expense,Food,Groceries,6179.42,Net Banking,Salary Account,No,Discretionary,Local Store,8000.0,Food transaction #438,
TXN100211,2025-10-31,Expense,Insurance,Life,3065.15,Net Banking,Cash Wallet,Yes,Essential,Amazon,2000.0,Insurance transaction #211,
TXN102051,2025-11-04,Income,Gift,,26520.75,Bank Transfer,Salary Account,No,,Amazon,,Gift transaction #2051,
TXN102078,2025-02-22,Expense,Education,Books,7826.46,Credit Card,Credit Card A/C,Yes,Discretionary,Netflix,4000.0,Education transaction #2078,one-time
TXN100859,2024-05-16,Expense,,,7841.19,Credit Card,Primary Savings,Yes,Discretionary,Freelance Client,,Misc transaction #859,
TXN102349,2024-01-04,Expense,Subscriptions,Streaming,6634.26,UPI,Primary Savings,Yes,Discretionary,Uber,1500.0,Subscriptions transaction #2349,review
TXN100348,2025-02-06,Expense,,,2736.57,Cash,Primary Savings,Yes,Discretionary,Apollo Pharmacy,,Misc transaction #348,reimbursable
TXN101776,2025-02-09,Expense,Education,Courses,6342.18,,Credit Card A/C,Yes,Discretionary,Employer,4000.0,Education transaction #1776,reimbursable
TXN102141,2024-03-10,Expense,Food,Dining Out,7900.22,Credit Card,Credit Card A/C,No,Discretionary,Local Store,8000.0,Food transaction #2141,reimbursable
TXN101901,2024-04-23,Expense,Education,Courses,₹99.99,Debit Card,Credit Card A/C,Yes,Discretionary,Local Store,4000.0,Education transaction #1901,
TXN100883,2024-04-04,Expense,Rent,Housing,495.17,Cash,Salary Account,Yes,Essential,,15000.0,Rent transaction #883,
TXN102417,2024-01-28,Expense,Shopping,Electronics,7816.81,Cash,Cash Wallet,Yes,Discretionary,BESCOM,5000.0,Shopping transaction #2417,
TXN102455,2024-10-17,Expense,Entertainment,Events,6902.0,Cash,Credit Card A/C,Yes,Discretionary,Netflix,2500.0,Entertainment transaction #2455,reimbursable
TXN102385,2024-06-19,Expense,Utilities,Electricity,3423.3,Net Banking,Credit Card A/C,Yes,Essential,Landlord,3000.0,Utilities transaction #2385,one-time
TXN100264,,Expense,Utilities,Electricity,5409.26,UPI,Salary Account,Yes,Essential,Amazon,3000.0,Utilities transaction #264,
TXN100291,2024-08-14,Expense,food,Dining Out,5975.48,Credit Card,Credit Card A/C,No,Discretionary,Swiggy,,food transaction #291,review
TXN100253,2025-03-26,Expense,Transport,Public Transit,7363.16,Net Banking,Cash Wallet,Yes,Discretionary,Zomato,4000.0,Transport transaction #253,
TXN101623,2025-03-30,Expense,Food,Dining Out,7954.02,Cash,Credit Card A/C,Yes,Discretionary,Freelance Client,8000.0,Food transaction #1623,review
TXN102198,2025-12-02,Expense,Utilities,Electricity,407.6,Credit Card,Credit Card A/C,Yes,Essential,Swiggy,3000.0,Utilities transaction #2198,
TXN101178,2024-11-25,Income,Investment,,20024.75,Bank Transfer,Salary Account,No,,Netflix,,Investment transaction #1178,
TXN102443,2024-10-04,Expense,Insurance,Life,2272.11,Debit Card,Primary Savings,Yes,Essential,,2000.0,Insurance transaction #2443,
TXN100022,2024-10-19,Expense,Subscriptions,Memberships,3919.04,Credit Card,Credit Card A/C,Yes,Discretionary,BESCOM,1500.0,Subscriptions transaction #22,reimbursable
TXN101983,2025-03-08,Expense,food,Dining Out,7102.12,UPI,Salary Account,Yes,Discretionary,Local Store,,food transaction #1983,
TXN102216,2025-10-02,Expense,Transport,Cab,4423.66,,Credit Card A/C,Yes,Discretionary,Employer,4000.0,Transport transaction #2216,one-time
TXN100700,2024-10-11,Expense,Rent,Housing,6379.46,,Credit Card A/C,Yes,Essential,Landlord,15000.0,Rent transaction #700,
TXN100881,2025-12-12,Income,Salary,,30912.11,Bank Transfer,Salary Account,Yes,,Employer,,Salary transaction #881,
TXN100338,2025-12-07,Expense,,,7094.68,Credit Card,Primary Savings,Yes,Discretionary,,,Misc transaction #338,
TXN102137,,Expense,Groceries,Groceries,7286.32,Debit Card,Credit Card A/C,No,Essential,BESCOM,6000.0,Groceries transaction #2137,
TXN101430,2025-08-25,Expense,Transport,Fuel,1931.84,UPI,Primary Savings,No,Discretionary,Employer,4000.0,Transport transaction #1430,
TXN101925,2025-06-27,Expense,food,Dining Out,2631.86,Credit Card,Cash Wallet,Yes,Discretionary,Uber,,food transaction #1925,
TXN101282,2024-04-14,Expense,Subscriptions,Streaming,2914.52,Debit Card,Credit Card A/C,Yes,Discretionary,Zomato,1500.0,Subscriptions transaction #1282,one-time
TXN100227,2025-10-15,Expense,food,Groceries,2872.32,,Primary Savings,No,Discretionary,Uber,,food transaction #227,
TXN102486,2024-08-09,Expense,Education,Books,2501.2,Debit Card,Cash Wallet,Yes,Discretionary,BESCOM,4000.0,Education transaction #2486,
TXN101487,2025-12-12,Expense,Shopping,Electronics,6446.45,Credit Card,Cash Wallet,No,Discretionary,Landlord,5000.0,Shopping transaction #1487,
TXN100107,2025-12-04,Expense,food,Groceries,₹791.18,UPI,Credit Card A/C,Yes,Discretionary,Landlord,,food transaction #107,reimbursable
TXN101388,2024-07-20,Expense,Subscriptions,Streaming,5766.9,Net Banking,Credit Card A/C,Yes,Discretionary,Landlord,1500.0,Subscriptions transaction #1388,
TXN101404,2025-03-11,Expense,food,Groceries,5335.35,Credit Card,Credit Card A/C,No,Discretionary,Swiggy,,food transaction #1404,
TXN101451,2024-08-21,Expense,Entertainment,Events,2515.5,Credit Card,Cash Wallet,Yes,Discretionary,Landlord,2500.0,Entertainment transaction #1451,
TXN102355,2025-08-29,Expense,Shopping,Electronics,4142.05,,Primary Savings,Yes,Discretionary,Apollo Pharmacy,5000.0,Shopping transaction #2355,one-time
TXN100898,2024-04-21,Income,Salary,,84222.22,Bank Transfer,Salary Account,Yes,,Employer,,Salary transaction #898,
TXN101680,2024-04-12,Expense,Subscriptions,Streaming,3736.38,Net Banking,Primary Savings,Yes,Discretionary,Uber,1500.0,Subscriptions transaction #1680,
TXN101189,2024-04-11,Expense,Shopping,Clothing,6802.97,Debit Card,Credit Card A/C,No,Discretionary,Uber,5000.0,Shopping transaction #1189,one-time
TXN100857,2025-02-14,Expense,Transport,Fuel,90032.86,Net Banking,Primary Savings,No,Discretionary,Landlord,4000.0,Transport transaction #857,
TXN100592,2024-06-15,Expense,Rent,Housing,5561.6,Debit Card,Salary Account,Yes,Essential,Amazon,15000.0,Rent transaction #592,
TXN101634,2024-09-17,Expense,Entertainment,Streaming,₹475.22,Net Banking,Salary Account,No,Discretionary,,2500.0,Entertainment transaction #1634,
TXN102363,2024-12-14,Expense,food,Snacks,6693.12,UPI,Cash Wallet,No,Discretionary,Swiggy,,food transaction #2363,one-time
TXN101548,2025-12-20,Expense,,,7161.45,Credit Card,Credit Card A/C,No,Discretionary,Netflix,,Misc transaction #1548,review
TXN100030,2025-10-14,Expense,Rent,Housing,3450.11,UPI,Primary Savings,Yes,Essential,Zomato,15000.0,Rent transaction #30,
TXN100010,2025-11-27,Expense,food,Dining Out,7969.16,Net Banking,Credit Card A/C,Yes,Discretionary,Freelance Client,,food transaction #10,reimbursable
TXN101628,2024-05-29,Expense,food,Groceries,1588.72,,Cash Wallet,No,Discretionary,Landlord,,food transaction #1628,one-time
TXN100438,2025-03-29,Expense,Food,Groceries,6179.42,Net Banking,Salary Account,No,Discretionary,Local Store,8000.0,Food transaction #438,
TXN101366,2024-07-18,Expense,Transport,Cab,7071.17,Cash,Credit Card A/C,Yes,Discretionary,Amazon,4000.0,Transport transaction #1366,
TXN100971,2025-05-10,Expense,Transport,Public Transit,4921.44,Cash,Primary Savings,No,Discretionary,Swiggy,4000.0,Transport transaction #971,review
TXN100710,2024-10-23,Expense,Rent,Housing,7378.4,Debit Card,Credit Card A/C,Yes,Essential,Freelance Client,15000.0,Rent transaction #710,review
TXN101976,2025-11-02,Expense,Shopping,Electronics,3815.84,Net Banking,Cash Wallet,No,Discretionary,,5000.0,Shopping transaction #1976,one-time
TXN101482,2025-08-01,Income,Salary,,74060.97,Bank Transfer,Salary Account,Yes,,Employer,,Salary transaction #1482,
TXN102344,2025-01-25,Expense,,,1646.14,UPI,Primary Savings,Yes,Discretionary,Amazon,,Misc transaction #2344,reimbursable
TXN100669,2024-01-21,Expense,Groceries,Groceries,4576.97,Cash,Primary Savings,No,Essential,Amazon,6000.0,Groceries transaction #669,one-time
TXN100866,2025-09-09,Income,Bonus,,21450.11,Bank Transfer,Salary Account,No,,Amazon,,Bonus transaction #866,
TXN101192,2024-11-16,Expense,Insurance,Life,1657.09,,Cash Wallet,Yes,Essential,Uber,2000.0,Insurance transaction #1192,
TXN100845,2024-06-08,Expense,Food,Snacks,5442.57,Debit Card,Cash Wallet,Yes,Discretionary,Local Store,8000.0,Food transaction #845,
TXN100125,2025-06-20,Expense,Rent,Housing,2299.0,Cash,Credit Card A/C,Yes,Essential,Freelance Client,15000.0,Rent transaction #125,review
TXN100257,2025-06-24,Expense,Food,Dining Out,1099.26,Net Banking,Cash Wallet,No,Discretionary,Landlord,8000.0,Food transaction #257,
TXN102470,2024-09-07,Expense,Education,Courses,1246.79,Credit Card,Credit Card A/C,No,Discretionary,Freelance Client,4000.0,Education transaction #2470,review
TXN101968,2025-05-07,Expense,Insurance,Life,5795.15,Credit Card,Primary Savings,Yes,Essential,Apollo Pharmacy,2000.0,Insurance transaction #1968,reimbursable
TXN101926,2024-06-12,Expense,Transport,Cab,₹188.3,Debit Card,Primary Savings,Yes,Discretionary,Employer,4000.0,Transport transaction #1926,
TXN101337,2025-09-01,Income,Bonus,,47081.93,Bank Transfer,Salary Account,No,,Zomato,,Bonus transaction #1337,
TXN102015,2025-08-31,Income,Salary,,62383.92,Bank Transfer,Salary Account,Yes,,Employer,,Salary transaction #2015,review
TXN101160,2024-11-27,Income,Freelance,,32415.09,Bank Transfer,Salary Account,No,,Amazon,,Freelance transaction #1160,review
TXN101028,2025-06-04,Expense,Food,Snacks,7680.86,Net Banking,Salary Account,Yes,Discretionary,Apollo Pharmacy,8000.0,Food transaction #1028,
TXN101059,2025-07-08,Expense,Transport,Fuel,868.66,Credit Card,Credit Card A/C,Yes,Discretionary,Netflix,4000.0,Transport transaction #1059,reimbursable
TXN100198,2024-12-18,Expense,Insurance,Health,2583.94,Cash,Cash Wallet,Yes,Essential,Swiggy,2000.0,Insurance transaction #198,reimbursable
TXN100628,2024-11-17,Expense,food,Dining Out,5389.79,UPI,Cash Wallet,Yes,Discretionary,BESCOM,,food transaction #628,
TXN100409,2024-09-06,Expense,,,3712.73,Net Banking,Primary Savings,No,Discretionary,Zomato,,Misc transaction #409,
TXN102472,2025-02-01,Expense,Shopping,Electronics,5588.13,Net Banking,Cash Wallet,No,Discretionary,Netflix,5000.0,Shopping transaction #2472,
TXN101740,2024-06-08,Expense,Entertainment,Events,₹6597.83,Net Banking,Salary Account,Yes,Discretionary,,2500.0,Entertainment transaction #1740,review
TXN102269,2025-07-19,Income,Investment,,35396.64,Bank Transfer,Salary Account,No,,Amazon,,Investment transaction #2269,review
TXN101198,2024-09-26,Expense,Entertainment,Movies,2888.74,,Salary Account,No,Discretionary,,2500.0,Entertainment transaction #1198,
TXN100282,2025-05-29,Expense,Utilities,Electricity,4797.08,UPI,Credit Card A/C,Yes,Essential,Apollo Pharmacy,3000.0,Utilities transaction #282,
TXN102418,2024-01-04,Income,Gift,,35392.25,Bank Transfer,Salary Account,No,,Freelance Client,,Gift transaction #2418,one-time
TXN100839,2024-08-10,Expense,Insurance,Vehicle,331.66,Cash,Cash Wallet,Yes,Essential,Amazon,2000.0,Insurance transaction #839,
TXN101493,2024-12-08,Expense,Food,Groceries,3032.77,UPI,Credit Card A/C,Yes,Discretionary,Netflix,8000.0,Food transaction #1493,review
TXN101226,2024-09-24,Income,Salary,,47643.44,Bank Transfer,Salary Account,Yes,,Employer,,Salary transaction #1226,
TXN100639,2025-12-04,Expense,Entertainment,Streaming,3345.25,Credit Card,Cash Wallet,No,Discretionary,Employer,2500.0,Entertainment transaction #639,reimbursable
TXN101619,2024-12-21,Expense,Food,Groceries,5418.38,Credit Card,Salary Account,Yes,Discretionary,Swiggy,8000.0,Food transaction #1619,one-time
TXN100631,2025-01-18,Expense,food,Dining Out,3825.09,Credit Card,Credit Card A/C,Yes,Discretionary,Uber,,food transaction #631,
TXN101201,2024-01-23,Expense,Education,Tuition,2813.44,,Salary Account,Yes,Discretionary,Freelance Client,4000.0,Education transaction #1201,
TXN101299,2024-02-18,Expense,food,Snacks,6574.68,Net Banking,Salary Account,No,Discretionary,Freelance Client,,food transaction #1299,reimbursable
TXN102033,2024-09-25,Expense,Healthcare,Pharmacy,3032.65,Net Banking,Cash Wallet,No,Essential,Local Store,3000.0,Healthcare transaction #2033,one-time
TXN100412,2025-11-30,Expense,Transport,Cab,1917.15,Credit Card,Credit Card A/C,Yes,Discretionary,BESCOM,4000.0,Transport transaction #412,reimbursable
TXN100013,2024-09-02,Income,Gift,,86286.46,Bank Transfer,Salary Account,No,,Zomato,,Gift transaction #13,reimbursable
TXN100483,2025-12-13,Expense,Shopping,Electronics,248.05,Cash,Salary Account,No,Discretionary,Zomato,5000.0,Shopping transaction #483,review
TXN100297,2025-07-21,Expense,Subscriptions,Memberships,2288.11,Credit Card,Primary Savings,Yes,Discretionary,Amazon,1500.0,Subscriptions transaction #297,one-time
TXN101058,2024-12-19,Expense,Transport,Cab,7296.51,Cash,Credit Card A/C,No,Discretionary,Employer,4000.0,Transport transaction #1058,reimbursable
TXN100475,2024-01-31,Expense,Shopping,Electronics,5977.6,,Credit Card A/C,Yes,Discretionary,BESCOM,5000.0,Shopping transaction #475,reimbursable
TXN102224,2025-11-04,Income,Salary,,44813.92,Bank Transfer,Salary Account,Yes,,Employer,,Salary transaction #2224,
TXN101562,2025-06-25,Expense,Transport,Fuel,5986.85,Credit Card,Primary Savings,No,Discretionary,Employer,4000.0,Transport transaction #1562,
TXN101639,2024-06-03,Expense,Insurance,Vehicle,289.16,Credit Card,Salary Account,Yes,Essential,Swiggy,2000.0,Insurance transaction #1639,
TXN100656,2024-06-06,Income,Bonus,,76077.03,Bank Transfer,Salary Account,No,,,,Bonus transaction #656,review
TXN101141,2024-07-23,Expense,Groceries,Groceries,899.33,Credit Card,Salary Account,No,Essential,,6000.0,Groceries transaction #1141,one-time
TXN100536,2025-10-15,Income,Salary,,26047.05,Bank Transfer,Salary Account,Yes,,Employer,,Salary transaction #536,review
TXN100967,2025-04-16,Expense,food,Groceries,7890.08,UPI,Credit Card A/C,Yes,Discretionary,Netflix,,food transaction #967,
TXN102200,2024-08-22,Expense,Utilities,Water,7655.78,UPI,Credit Card A/C,No,Essential,Netflix,3000.0,Utilities transaction #2200,
TXN102446,2025-04-23,Income,Investment,,78157.26,Bank Transfer,Salary Account,No,,Swiggy,,Investment transaction #2446,
TXN101665,2025-12-18,Expense,Insurance,Life,4613.32,Debit Card,Credit Card A/C,Yes,Essential,,2000.0,Insurance transaction #1665,
TXN100602,2024-06-24,Expense,Education,Courses,834.55,Credit Card,Cash Wallet,No,Discretionary,,4000.0,Education transaction #602,
TXN101647,2025-12-26,Income,Freelance,,89074.71,Bank Transfer,Salary Account,No,,Amazon,,Freelance transaction #1647,
TXN101662,,Expense,Food,Dining Out,5149.77,UPI,Primary Savings,Yes,Discretionary,Employer,8000.0,Food transaction #1662,
TXN102025,2025-09-10,Expense,Groceries,Groceries,7046.0,UPI,Cash Wallet,No,Essential,Uber,6000.0,Groceries transaction #2025,
TXN100163,2025-02-06,Expense,Transport,Fuel,436.83,Debit Card,Cash Wallet,No,Discretionary,Netflix,4000.0,Transport transaction #163,one-time
TXN101135,2024-06-16,Expense,,,2471.9,Cash,Credit Card A/C,Yes,Discretionary,BESCOM,,Misc transaction #1135,
TXN101368,2025-09-23,Expense,Entertainment,Streaming,2101.76,Net Banking,Credit Card A/C,No,Discretionary,Landlord,2500.0,Entertainment transaction #1368,review
TXN101593,2024-01-27,Expense,Food,Dining Out,3812.54,UPI,Salary Account,Yes,Discretionary,Local Store,8000.0,Food transaction #1593,one-time
TXN101458,2025-10-08,Expense,Entertainment,Streaming,6936.87,UPI,Salary Account,No,Discretionary,BESCOM,2500.0,Entertainment transaction #1458,reimbursable
TXN100482,2025-03-08,Expense,Food,Snacks,1180.8,,Cash Wallet,Yes,Discretionary,,8000.0,Food transaction #482,reimbursable
TXN101244,2024-07-26,Expense,Transport,Cab,2935.37,Debit Card,Cash Wallet,No,Discretionary,Uber,4000.0,Transport transaction #1244,
TXN102076,2024-02-01,Expense,Healthcare,Doctor Visit,7542.15,UPI,Credit Card A/C,No,Essential,Swiggy,3000.0,Healthcare transaction #2076,reimbursable
TXN100130,2025-06-23,Income,Investment,,81347.49,Bank Transfer,Salary Account,No,,Employer,,Investment transaction #130,
TXN102065,2025-01-13,Expense,Subscriptions,SaaS Tools,₹7992.55,Credit Card,Salary Account,Yes,Discretionary,Local Store,1500.0,Subscriptions transaction #2065,one-time
TXN101063,2024-11-20,Expense,Groceries,Groceries,7566.64,Debit Card,Salary Account,No,Essential,Landlord,6000.0,Groceries transaction #1063,
TXN100233,2025-08-29,Expense,Food,Snacks,2262.84,,Primary Savings,Yes,Discretionary,Landlord,8000.0,Food transaction #233,one-time
TXN101362,2024-01-12,Expense,Rent,Housing,4100.58,,Credit Card A/C,Yes,Essential,Amazon,15000.0,Rent transaction #1362,reimbursable
TXN102031,2024-11-16,Expense,Utilities,Electricity,5822.6,Credit Card,Credit Card A/C,Yes,Essential,Amazon,3000.0,Utilities transaction #2031,reimbursable
TXN102210,2024-04-07,Expense,Shopping,Electronics,1686.16,,Salary Account,Yes,Discretionary,Swiggy,5000.0,Shopping transaction #2210,
TXN102155,2025-07-15,Income,Bonus,,20076.28,Bank Transfer,Salary Account,No,,,,Bonus transaction #2155,review
TXN100072,2024-02-10,Expense,Subscriptions,SaaS Tools,255.63,Credit Card,Primary Savings,Yes,Discretionary,Freelance Client,1500.0,Subscriptions transaction #72,
TXN100514,2025-01-28,Income,Freelance,,76974.1,Bank Transfer,Salary Account,No,,Employer,,Freelance transaction #514,reimbursable
TXN102074,2024-05-15,Income,Gift,,57810.23,Bank Transfer,Salary Account,No,,Freelance Client,,Gift transaction #2074,
TXN101539,2024-10-26,Expense,Rent,Housing,6775.41,,Salary Account,Yes,Essential,Uber,15000.0,Rent transaction #1539,
TXN101578,2024-07-20,Income,Gift,,50456.73,Bank Transfer,Salary Account,No,,Uber,,Gift transaction #1578,
TXN102157,2024-11-15,Expense,Transport,Fuel,3548.15,Cash,Cash Wallet,No,Discretionary,Landlord,4000.0,Transport transaction #2157,
TXN100012,2025-10-16,Expense,Transport,Fuel,₹1334.31,Net Banking,Primary Savings,No,Discretionary,Apollo Pharmacy,4000.0,Transport transaction #12,
TXN101471,2025-03-04,Income,Investment,,85364.45,Bank Transfer,Salary Account,No,,,,Investment transaction #1471,
TXN102313,2024-02-06,Expense,Insurance,Life,538.41,Credit Card,Primary Savings,Yes,Essential,Uber,2000.0,Insurance transaction #2313,
TXN102357,2025-08-02,Expense,Rent,Housing,3839.14,Cash,Salary Account,Yes,Essential,Local Store,15000.0,Rent transaction #2357,one-time
TXN102267,2025-09-14,Expense,Shopping,Clothing,5836.71,Cash,Credit Card A/C,No,Discretionary,Apollo Pharmacy,5000.0,Shopping transaction #2267,
TXN100208,,Expense,Insurance,Vehicle,5291.31,UPI,Primary Savings,Yes,Essential,Landlord,2000.0,Insurance transaction #208,reimbursable
TXN100303,2024-02-05,Expense,Education,Tuition,4981.17,UPI,Cash Wallet,Yes,Discretionary,Swiggy,4000.0,Education transaction #303,
TXN101600,2024-05-25,Expense,Entertainment,Events,6612.88,Cash,Credit Card A/C,Yes,Discretionary,Amazon,2500.0,Entertainment transaction #1600,
TXN100620,2025-05-23,Expense,,,6810.16,Credit Card,Credit Card A/C,No,Discretionary,Amazon,,Misc transaction #620,
TXN100865,2025-12-04,Expense,food,Groceries,1999.77,,Cash Wallet,Yes,Discretionary,,,food transaction #865,
TXN102150,2025-02-22,Expense,Groceries,Groceries,₹2178.86,Credit Card,Cash Wallet,Yes,Essential,Swiggy,6000.0,Groceries transaction #2150,review
TXN100565,2025-02-20,Expense,Rent,Housing,5198.74,UPI,Primary Savings,Yes,Essential,Apollo Pharmacy,15000.0,Rent transaction #565,one-time
TXN101533,2024-12-11,Expense,Subscriptions,Memberships,5075.77,,Cash Wallet,Yes,Discretionary,Uber,1500.0,Subscriptions transaction #1533,review
TXN100693,2025-12-06,Expense,Healthcare,Insurance Premium,6599.3,Credit Card,Salary Account,No,Essential,,3000.0,Healthcare transaction #693,reimbursable
TXN101882,2024-02-15,Expense,Shopping,Electronics,6891.48,,Primary Savings,Yes,Discretionary,Swiggy,5000.0,Shopping transaction #1882,
TXN102350,2024-09-07,Income,Gift,,50285.53,Bank Transfer,Salary Account,No,,BESCOM,,Gift transaction #2350,
TXN101668,2024-03-13,Income,Investment,,23178.28,Bank Transfer,Salary Account,No,,Uber,,Investment transaction #1668,one-time
TXN101015,2025-08-01,Expense,Groceries,Groceries,1013.88,Net Banking,Primary Savings,No,Essential,Freelance Client,6000.0,Groceries transaction #1015,
TXN102191,2024-01-30,Expense,Shopping,Home Goods,7465.95,UPI,Cash Wallet,Yes,Discretionary,Zomato,5000.0,Shopping transaction #2191,one-time
TXN101906,2024-12-25,Income,Salary,,29198.93,Bank Transfer,Salary Account,Yes,,Employer,,Salary transaction #1906,
TXN100340,2024-05-13,Expense,Healthcare,Pharmacy,3553.47,UPI,Credit Card A/C,No,Essential,Amazon,3000.0,Healthcare transaction #340,review
TXN102045,2024-08-26,Expense,Healthcare,Insurance Premium,98.3,Cash,Credit Card A/C,No,Essential,Swiggy,3000.0,Healthcare transaction #2045,
TXN101370,2025-02-18,Income,Gift,,41023.97,Bank Transfer,Salary Account,No,,Netflix,,Gift transaction #1370,
TXN100820,2025-10-29,Income,Freelance,,87597.67,Bank Transfer,Salary Account,No,,Zomato,,Freelance transaction #820,
TXN100153,2024-08-30,Expense,Food,Dining Out,2982.84,Net Banking,Salary Account,Yes,Discretionary,Zomato,8000.0,Food transaction #153,review
TXN101328,2025-03-19,Expense,Shopping,Clothing,5650.57,Credit Card,Primary Savings,No,Discretionary,Netflix,5000.0,Shopping transaction #1328,
TXN101060,2025-08-24,Expense,Shopping,Electronics,6834.53,Net Banking,Credit Card A/C,No,Discretionary,BESCOM,5000.0,Shopping transaction #1060,
TXN100811,2025-04-29,Expense,,,620.99,,Credit Card A/C,No,Discretionary,,,Misc transaction #811,reimbursable
TXN100042,2024-09-07,Expense,Groceries,Groceries,7094.79,Net Banking,Salary Account,No,Essential,Apollo Pharmacy,6000.0,Groceries transaction #42,review
TXN101240,2025-10-29,Expense,,,3326.34,Credit Card,Salary Account,No,Discretionary,Landlord,,Misc transaction #1240,reimbursable
TXN101418,2025-02-02,Expense,Insurance,Vehicle,3936.86,Debit Card,Cash Wallet,Yes,Essential,Amazon,2000.0,Insurance transaction #1418,
TXN100878,2025-03-07,Expense,Transport,Fuel,₹982.02,,Salary Account,No,Discretionary,,4000.0,Transport transaction #878,
TXN101949,2024-12-29,Expense,Groceries,Groceries,2104.05,Net Banking,Credit Card A/C,No,Essential,Landlord,6000.0,Groceries transaction #1949,
TXN102176,2025-03-26,Expense,Food,Dining Out,794.23,Cash,Salary Account,No,Discretionary,,8000.0,Food transaction #2176,
TXN101483,2024-06-28,Expense,food,Groceries,6466.27,Credit Card,Credit Card A/C,Yes,Discretionary,Local Store,,food transaction #1483,
TXN100359,2025-11-30,Income,Freelance,,71455.56,Bank Transfer,Salary Account,No,,Zomato,,Freelance transaction #359,reimbursable
TXN100055,2025-12-08,Expense,Transport,Fuel,2447.58,,Primary Savings,Yes,Discretionary,Uber,4000.0,Transport transaction #55,
TXN100879,2024-02-25,Expense,Insurance,Vehicle,6707.63,Credit Card,Primary Savings,Yes,Essential,Swiggy,2000.0,Insurance transaction #879,
TXN101318,2025-10-12,Expense,Shopping,Electronics,₹3518.51,,Cash Wallet,Yes,Discretionary,Zomato,5000.0,Shopping transaction #1318,review
TXN100026,2024-01-10,Expense,Groceries,Groceries,1744.58,Debit Card,Salary Account,No,Essential,Zomato,6000.0,Groceries transaction #26,
TXN100680,2025-05-25,Expense,food,Groceries,2710.13,Credit Card,Primary Savings,Yes,Discretionary,Apollo Pharmacy,,food transaction #680,
TXN101238,2025-04-08,Expense,Shopping,Electronics,2641.79,Cash,Salary Account,Yes,Discretionary,BESCOM,5000.0,Shopping transaction #1238,
TXN101513,2024-10-25,Expense,Utilities,Internet,5896.63,Net Banking,Primary Savings,Yes,Essential,Netflix,3000.0,Utilities transaction #1513,reimbursable
TXN100135,2024-04-03,Expense,Transport,Cab,7447.25,Cash,Primary Savings,No,Discretionary,Landlord,4000.0,Transport transaction #135,
TXN101534,2025-09-20,Expense,Education,Courses,₹4934.34,UPI,Primary Savings,No,Discretionary,Uber,4000.0,Education transaction #1534,
TXN101377,2024-02-10,Expense,Transport,Fuel,6602.32,Cash,Primary Savings,No,Discretionary,Employer,4000.0,Transport transaction #1377,
TXN102358,2025-01-24,Expense,Education,Courses,2986.39,,Primary Savings,No,Discretionary,Amazon,4000.0,Education transaction #2358,
TXN101000,2025-05-22,Income,Bonus,,46926.43,Bank Transfer,Salary Account,No,,Amazon,,Bonus transaction #1000,review
TXN101862,2025-08-20,Expense,Education,Tuition,5317.47,,Primary Savings,Yes,Discretionary,Netflix,4000.0,Education transaction #1862,reimbursable
TXN101064,2025-12-02,Income,Bonus,,₹65646.45,Bank Transfer,Salary Account,No,,Swiggy,,Bonus transaction #1064,one-time
TXN100396,2025-03-17,Expense,Entertainment,Movies,3460.2,Cash,Cash Wallet,No,Discretionary,Employer,2500.0,Entertainment transaction #396,review
TXN102474,2025-04-15,Expense,Food,Groceries,3752.56,Net Banking,Cash Wallet,No,Discretionary,Amazon,8000.0,Food transaction #2474,one-time
TXN100053,2025-11-16,Income,Freelance,,52552.38,Bank Transfer,Salary Account,No,,Netflix,,Freelance transaction #53,reimbursable
TXN100178,2025-07-17,Expense,Rent,Housing,7051.15,Cash,Cash Wallet,Yes,Essential,Freelance Client,15000.0,Rent transaction #178,
TXN100507,2025-08-10,Expense,food,Dining Out,2742.97,Cash,Primary Savings,Yes,Discretionary,Amazon,,food transaction #507,
TXN100300,2024-09-28,Income,Gift,,47126.9,Bank Transfer,Salary Account,No,,Uber,,Gift transaction #300,one-time
TXN101552,2024-05-21,Expense,Education,Tuition,1236.45,,Primary Savings,Yes,Discretionary,Uber,4000.0,Education transaction #1552,
TXN101663,2025-04-19,Expense,food,Snacks,1528.14,UPI,Primary Savings,No,Discretionary,BESCOM,,food transaction #1663,one-time
TXN102236,2024-09-28,Income,Salary,,86850.94,Bank Transfer,Salary Account,Yes,,Employer,,Salary transaction #2236,
TXN101001,2025-03-17,Expense,Insurance,Health,6115.82,UPI,Credit Card A/C,Yes,Essential,Netflix,2000.0,Insurance transaction #1001,
TXN100078,2024-10-25,Expense,Utilities,Water,7842.94,Credit Card,Cash Wallet,Yes,Essential,Local Store,3000.0,Utilities transaction #78,review
TXN100995,2024-10-26,Income,Bonus,,53509.1,Bank Transfer,Salary Account,No,,Zomato,,Bonus transaction #995,reimbursable
TXN100726,2025-09-17,Expense,food,Groceries,4496.1,Debit Card,Cash Wallet,No,Discretionary,Zomato,,food transaction #726,reimbursable
TXN100228,2024-04-10,Expense,Education,Tuition,4665.12,Net Banking,Salary Account,No,Discretionary,Uber,4000.0,Education transaction #228,reimbursable
